date,open,close
2007-05-28,3836.63,3877.62
2007-05-29,3899.78,3991.31
2007-05-30,3739.87,3688.23
2007-05-31,3611.12,3689.33
2007-06-01,3711.62,3526.34
2007-06-04,3522.72,3220.39
2007-06-05,3179.48,3336.88
2007-06-06,3363.08,3383.47
2007-06-07,3383.47,3515.88
2007-06-08,3524.55,3564.76
2007-06-11,3595.56,3639.53
2007-06-12,3666.1,3808.51
2007-06-13,3858.28,3863.99
2007-06-14,3849.85,3807.91
2007-06-15,3768.22,3802.84
2007-06-18,3879.43,3914.49
2007-06-19,3925.07,3948.89
2007-06-20,3964.43,3871.65
2007-06-21,3856.55,3893.46
2007-06-22,3899.08,3733.07
2007-06-25,3755.77,3520.56
2007-06-26,3433.88,3584.94
2007-06-27,3605.89,3689.45
2007-06-28,3685.75,3520.95
2007-06-29,3462.66,3464.77
2007-07-02,3453.14,3507.61
2007-07-03,3540.56,3562.61
2007-07-04,3571.3,3493.31
2007-07-05,3432.99,3282.7
2007-07-06,3339.62,3441.75
2007-07-09,3481.8,3556.27
2007-07-10,3557.07,3459.47
2007-07-11,3436.26,3481.43
2007-07-12,3490.17,3490.21
2007-07-13,3497.38,3512.59
2007-07-16,3496.27,3393.22
2007-07-17,3386.97,3439.32
2007-07-18,3438.0,3455.17
2007-07-19,3449.35,3427.62
2007-07-20,3426.51,3540.01
2007-07-23,3552.63,3773.1
2007-07-24,3813.07,3779.9
2007-07-25,3781.76,3892.08
2007-07-26,3924.94,3932.66
2007-07-27,3906.14,3986.81
2007-07-30,3989.97,4103.8
2007-07-31,4105.51,4164.31
2007-08-01,4179.71,3995.39
2007-08-02,4014.75,4128.08
2007-08-03,4160.35,4199.18
2007-08-06,4250.11,4344.7
2007-08-07,4352.65,4363.1
2007-08-08,4326.79,4274.46
2007-08-09,4261.93,4339.99
2007-08-10,4329.33,4303.02
2007-08-13,4307.63,4309.88
2007-08-14,4316.9,4364.19
2007-08-15,4375.41,4364.6
2007-08-16,4346.49,4296.48
2007-08-17,4296.48,4217.18
2007-08-20,4333.74,4489.15
2007-08-21,4536.68,4563.69
2007-08-22,4492.01,4596.34
2007-08-23,4619.51,4658.62
2007-08-24,4723.4,4751.49
2007-08-27,4797.05,4782.9
2007-08-28,4755.96,4794.06
2007-08-29,4766.12,4712.66
2007-08-30,4736.69,4796.76
2007-08-31,4818.06,4894.49
2007-09-03,4933.21,5118.68
2007-09-04,5150.87,5091.3
2007-09-05,5119.32,5137.76
2007-09-06,5178.93,5201.4
2007-09-07,5194.92,5108.77
2007-09-10,5035.6,5202.21
2007-09-11,5199.4,4935.77
2007-09-12,4906.99,5038.36
2007-09-13,5071.47,5209.68
2007-09-14,5235.01,5331.35
2007-09-17,5319.07,5514.92
2007-09-18,5555.04,5500.99
2007-09-19,5504.13,5414.06
2007-09-20,5435.91,5481.64
2007-09-21,5494.39,5404.17
2007-09-24,5413.03,5445.44
2007-09-25,5447.15,5313.86
2007-09-26,5297.29,5188.44
2007-09-27,5186.4,5280.09
2007-09-28,5338.55,5426.17
2007-10-08,5466.42,5386.07
2007-10-09,5373.29,5350.08
2007-10-10,5369.89,5395.84
2007-10-11,5400.44,5411.67
2007-10-12,5441.26,5388.62
2007-10-15,5406.29,5619.74
2007-10-16,5668.87,5629.02
2007-10-17,5613.28,5577.78
2007-10-18,5561.85,5358.98
2007-10-19,5387.3,5338.26
2007-10-22,5266.34,5132.21
2007-10-23,5123.03,5194.46
2007-10-24,5209.25,5175.2
2007-10-25,5126.65,4829.81
2007-10-26,4780.94,4867.17
2007-10-29,4905.59,5049.46
2007-10-30,5062.71,5132.3
2007-10-31,5167.78,5185.23
2007-11-01,5185.1,5021.79
2007-11-02,4937.1,4813.3
2007-11-05,4783.63,4806.35
2007-11-06,4802.34,4784.27
2007-11-07,4812.89,4780.48
2007-11-08,4761.79,4542.17
2007-11-09,4488.24,4434.89
2007-11-12,4332.04,4331.75
2007-11-13,4366.55,4331.63
2007-11-14,4399.52,4536.1
2007-11-15,4521.05,4435.91
2007-11-16,4371.18,4387.13
2007-11-19,4403.16,4470.19
2007-11-20,4451.48,4595.41
2007-11-21,4626.0,4531.09
2007-11-22,4440.05,4343.96
2007-11-23,4309.99,4427.23
2007-11-26,4502.13,4378.85
2007-11-27,4339.77,4321.99
2007-11-28,4339.84,4257.56
2007-11-29,4309.58,4378.28
2007-11-30,4327.95,4265.16
2007-12-03,4251.0,4270.63
2007-12-04,4288.8,4339.33
2007-12-05,4344.65,4515.99
2007-12-06,4535.05,4518.32
2007-12-07,4532.55,4622.13
2007-12-10,4557.68,4749.92
2007-12-11,4768.16,4768.66
2007-12-12,4754.82,4771.06
2007-12-13,4756.86,4564.33
2007-12-14,4505.19,4657.58
2007-12-17,4662.58,4589.6
2007-12-18,4571.09,4596.63
2007-12-19,4621.58,4729.81
2007-12-20,4739.43,4805.6
2007-12-21,4791.3,4885.97
2007-12-24,4911.82,4964.28
2007-12-25,4970.78,5023.21
2007-12-26,5033.65,5075.67
2007-12-27,5093.53,5143.15
2007-12-28,5164.78,5102.8
2008-01-02,5113.94,5163.14
2008-01-03,5159.08,5315.44
2008-01-04,5325.11,5327.54
2008-01-07,5314.07,5414.61
2008-01-08,5417.72,5359.42
2008-01-09,5337.9,5494.3
2008-01-10,5494.31,5583.32
2008-01-11,5601.59,5550.7
2008-01-14,5549.92,5604.01
2008-01-15,5611.53,5614.5
2008-01-16,5567.25,5423.98
2008-01-17,5376.4,5261.19
2008-01-18,5252.79,5305.46
2008-01-21,5315.71,5038.25
2008-01-22,4910.76,4662.67
2008-01-23,4693.69,4919.94
2008-01-24,4968.02,4991.08
2008-01-25,4993.99,4996.42
2008-01-28,4964.8,4638.12
2008-01-29,4640.48,4668.19
2008-01-30,4724.35,4663.37
2008-01-31,4647.73,4589.11
2008-02-01,4580.73,4509.18
2008-02-04,4630.09,4888.85
2008-02-05,4902.18,4880.22
2008-02-13,4830.19,4801.11
2008-02-14,4844.53,4885.47
2008-02-15,4853.61,4845.42
2008-02-18,4888.58,4939.29
2008-02-19,4953.71,5072.25
2008-02-20,5097.96,5004.57
2008-02-21,4976.53,5052.93
2008-02-22,5037.29,4894.18
2008-02-25,4893.82,4728.78
2008-02-26,4848.42,4669.04
2008-02-27,4701.23,4776.34
2008-02-28,4785.42,4799.75
2008-02-29,4781.69,4819.84
2008-03-03,4798.36,4944.53
2008-03-04,4953.1,4831.59
2008-03-05,4801.89,4752.52
2008-03-06,4767.6,4780.68
2008-03-07,4736.63,4714.46
2008-03-10,4686.7,4522.27
2008-03-11,4478.26,4526.58
2008-03-12,4622.57,4409.7
2008-03-13,4370.13,4253.07
2008-03-14,4232.78,4212.75
2008-03-17,4194.9,3949.56
2008-03-18,3908.28,3719.85
2008-03-19,3799.56,3864.78
2008-03-20,3807.76,4007.18
2008-03-21,4008.23,4105.32
2008-03-24,4154.83,3935.13
2008-03-25,3859.06,4025.13
2008-03-26,4041.25,4034.86
2008-03-27,3980.68,3843.31
2008-03-28,3804.06,3960.47
2008-03-31,3842.52,3808.97
2008-04-01,3794.89,3529.26
2008-04-02,3559.52,3440.75
2008-04-03,3420.17,3590.05
2008-04-07,3548.71,3793.43
2008-04-08,3798.32,3847.75
2008-04-09,3828.83,3702.48
2008-04-10,3643.51,3788.45
2008-04-11,3815.26,3811.91
2008-04-14,3732.79,3577.15
2008-04-15,3557.82,3638.46
2008-04-16,3633.73,3544.54
2008-04-17,3551.19,3405.8
2008-04-18,3372.41,3259.41
2008-04-21,3478.92,3255.69
2008-04-22,3197.58,3276.7
2008-04-23,3253.08,3434.47
2008-04-24,3714.57,3751.29
2008-04-25,3760.02,3803.79
2008-04-28,3748.44,3748.05
2008-04-29,3723.36,3812.13
2008-04-30,3822.58,3966.07
2008-05-05,4027.36,4079.21
2008-05-06,4052.08,4043.81
2008-05-07,4021.93,3856.9
2008-05-08,3812.24,3980.88
2008-05-09,4015.53,3989.83
2008-05-12,3932.77,4024.95
2008-05-13,3905.65,4030.56
2008-05-14,4030.19,4131.89
2008-05-15,4159.8,4126.88
2008-05-16,4127.78,4087.45
2008-05-19,4082.13,4073.59
2008-05-20,4078.6,3849.91
2008-05-21,3800.64,3955.91
2008-05-22,3907.94,3901.81
2008-05-23,3885.0,3843.87
2008-05-26,3811.32,3708.14
2008-05-27,3693.9,3718.91
2008-05-28,3719.26,3806.97
2008-05-29,3798.56,3708.51
2008-05-30,3707.83,3734.0
2008-06-02,3723.78,3755.85
2008-06-03,3768.12,3757.3
2008-06-04,3736.13,3675.06
2008-06-05,3635.23,3613.75
2008-06-06,3630.29,3603.41
2008-06-10,3465.79,3326.57
2008-06-11,3280.14,3256.88
2008-06-12,3248.52,3199.28
2008-06-13,3199.82,3096.49
2008-06-16,3091.49,3048.64
2008-06-17,3048.94,2925.24
2008-06-18,2909.08,3093.87
2008-06-19,3073.7,2854.87
2008-06-20,2893.47,2903.52
2008-06-23,2856.17,2826.27
2008-06-24,2810.34,2860.47
2008-06-25,2856.69,2999.83
2008-06-26,2988.8,3010.76
2008-06-27,2912.43,2825.06
2008-06-30,2804.91,2795.79
2008-07-01,2801.25,2715.85
2008-07-02,2723.74,2736.0
2008-07-03,2697.71,2816.71
2008-07-04,2799.3,2772.4
2008-07-07,2779.96,2920.74
2008-07-08,2938.48,2958.41
2008-07-09,2978.55,3058.91
2008-07-10,3013.96,2998.95
2008-07-11,2986.47,2971.0
2008-07-14,2945.77,3007.53
2008-07-15,3022.63,2908.61
2008-07-16,2874.21,2786.24
2008-07-17,2826.32,2740.44
2008-07-18,2767.22,2821.33
2008-07-21,2805.15,2918.47
2008-07-22,2915.27,2921.41
2008-07-23,2934.3,2885.97
2008-07-24,2902.78,2952.94
2008-07-25,2919.68,2909.39
2008-07-28,2926.85,2939.05
2008-07-29,2906.24,2887.27
2008-07-30,2915.21,2865.88
2008-07-31,2877.42,2783.51
2008-08-01,2765.61,2777.88
2008-08-04,2759.8,2687.55
2008-08-05,2683.85,2582.16
2008-08-06,2597.73,2590.76
2008-08-07,2589.28,2592.37
2008-08-08,2591.63,2455.95
2008-08-11,2449.03,2326.84
2008-08-12,2310.76,2360.44
2008-08-13,2350.22,2376.11
2008-08-14,2360.38,2375.97
2008-08-15,2374.71,2368.55
2008-08-18,2376.1,2228.15
2008-08-19,2199.78,2262.47
2008-08-20,2251.57,2418.71
2008-08-21,2377.53,2318.93
2008-08-22,2297.75,2273.85
2008-08-25,2269.93,2254.34
2008-08-26,2232.55,2167.12
2008-08-27,2160.91,2157.4
2008-08-28,2155.26,2173.05
2008-08-29,2179.4,2233.28
2008-09-01,2217.11,2177.14
2008-09-02,2162.96,2172.64
2008-09-03,2165.13,2142.43
2008-09-04,2136.85,2152.82
2008-09-05,2099.9,2088.46
2008-09-08,2090.49,2018.23
2008-09-09,2027.51,2042.64
2008-09-10,2030.73,2051.7
2008-09-11,2051.41,2011.46
2008-09-12,2009.81,2024.09
2008-09-16,2019.58,1997.32
2008-09-17,1992.17,1959.53
2008-09-18,1924.78,1914.64
2008-09-19,2069.61,2079.88
2008-09-22,2207.62,2163.63
2008-09-23,2098.44,2072.69
2008-09-24,2038.2,2094.09
2008-09-25,2097.75,2175.2
2008-09-26,2188.11,2203.04
2008-10-06,2161.4,2080.21
2008-10-07,2010.32,2053.11
2008-10-08,2006.16,2005.1
2008-10-09,2039.52,1969.52
2008-10-10,1900.85,1875.45
2008-10-13,1852.21,1911.66
2008-10-14,1965.57,1867.38
2008-10-15,1848.99,1839.04
2008-10-16,1774.72,1750.46
2008-10-17,1760.07,1774.74
2008-10-20,1772.65,1828.09
2008-10-21,1835.04,1817.94
2008-10-22,1796.72,1775.59
2008-10-23,1740.36,1783.39
2008-10-24,1777.56,1748.09
2008-10-27,1713.96,1629.95
2008-10-28,1601.09,1665.35
2008-10-29,1686.27,1621.55
2008-10-30,1630.52,1651.19
2008-10-31,1642.44,1615.56
2008-11-03,1606.79,1596.1
2008-11-04,1589.71,1568.82
2008-11-05,1579.27,1618.69
2008-11-06,1583.72,1603.55
2008-11-07,1578.97,1617.39
2008-11-10,1640.94,1722.4
2008-11-11,1723.92,1717.48
2008-11-12,1696.19,1730.1
2008-11-13,1713.4,1810.39
2008-11-14,1827.44,1872.43
2008-11-17,1862.55,1922.54
2008-11-18,1905.34,1776.58
2008-11-19,1759.79,1875.0
2008-11-20,1838.64,1851.81
2008-11-21,1802.73,1839.85
2008-11-24,1840.83,1775.12
2008-11-25,1800.5,1766.74
2008-11-26,1764.31,1791.66
2008-11-27,1908.26,1821.41
2008-11-28,1804.55,1798.44
2008-12-01,1792.59,1827.94
2008-12-02,1793.42,1837.74
2008-12-03,1851.34,1919.0
2008-12-04,1941.88,1943.79
2008-12-05,1933.14,1969.9
2008-12-08,1992.61,2039.21
2008-12-09,2048.55,2004.64
2008-12-10,1988.98,2028.44
2008-12-11,2021.99,1981.51
2008-12-12,1967.12,1902.68
2008-12-15,1931.87,1924.41
2008-12-16,1909.93,1947.67
2008-12-17,1955.24,1961.41
2008-12-18,1959.15,1988.22
2008-12-19,1986.97,2001.14
2008-12-22,1998.95,1973.24
2008-12-23,1977.47,1876.42
2008-12-24,1848.75,1838.65
2008-12-25,1843.0,1823.21
2008-12-26,1810.41,1804.81
2008-12-29,1782.99,1783.93
2008-12-30,1778.42,1746.51
2008-12-31,1743.82,1711.02
2009-01-05,1729.75,1776.05
2009-01-06,1772.48,1833.28
2009-01-07,1827.32,1821.68
2009-01-08,1789.18,1784.42
2009-01-09,1786.2,1822.58
2009-01-12,1817.83,1838.33
2009-01-13,1817.27,1797.3
2009-01-14,1795.69,1867.08
2009-01-15,1850.47,1861.71
2009-01-16,1870.06,1885.97
2009-01-19,1902.74,1895.27
2009-01-20,1891.98,1908.31
2009-01-21,1879.72,1896.28
2009-01-22,1905.19,1924.44
2009-01-23,1920.66,1918.79
2009-02-02,1940.57,1957.42
2009-02-03,1957.8,2012.17
2009-02-04,2021.76,2061.96
2009-02-05,2062.31,2055.04
2009-02-06,2062.66,2143.17
2009-02-09,2179.31,2227.32
2009-02-10,2222.08,2279.73
2009-02-11,2238.91,2269.87
2009-02-12,2270.34,2250.85
2009-02-13,2251.13,2328.57
2009-02-16,2354.11,2404.27
2009-02-17,2403.77,2320.76
2009-02-18,2260.67,2206.94
2009-02-19,2230.59,2255.84
2009-02-20,2265.66,2330.67
2009-02-23,2321.37,2386.71
2009-02-24,2355.14,2291.96
2009-02-25,2320.82,2277.21
2009-02-26,2277.93,2137.43
2009-02-27,2109.68,2038.24
2009-03-02,2014.73,2068.41
2009-03-03,2019.03,2069.97
2009-03-04,2076.63,2205.13
2009-03-05,2237.96,2220.92
2009-03-06,2178.88,2196.22
2009-03-09,2210.15,2107.41
2009-03-10,2079.8,2147.55
2009-03-11,2193.51,2135.67
2009-03-12,2123.54,2133.84
2009-03-13,2147.09,2111.7
2009-03-16,2107.1,2140.61
2009-03-17,2148.33,2222.98
2009-03-18,2235.37,2255.13
2009-03-19,2259.89,2309.85
2009-03-20,2320.59,2337.32
2009-03-23,2350.24,2392.71
2009-03-24,2420.53,2410.78
2009-03-25,2393.78,2339.57
2009-03-26,2342.76,2408.63
2009-03-27,2430.26,2437.81
2009-03-30,2433.26,2409.32
2009-03-31,2360.84,2407.3
2009-04-01,2422.03,2466.31
2009-04-02,2473.5,2489.71
2009-04-03,2508.65,2464.08
2009-04-07,2466.98,2480.84
2009-04-08,2469.19,2395.23
2009-04-09,2391.23,2430.24
2009-04-10,2446.47,2500.34
2009-04-13,2523.02,2575.46
2009-04-14,2571.15,2598.09
2009-04-15,2583.73,2626.86
2009-04-16,2634.85,2641.09
2009-04-17,2630.8,2587.04
2009-04-20,2579.18,2641.19
2009-04-21,2608.57,2614.96
2009-04-22,2623.64,2506.66
2009-04-23,2482.04,2533.95
2009-04-24,2540.77,2501.48
2009-04-27,2495.1,2420.1
2009-04-28,2402.62,2433.68
2009-04-29,2431.38,2493.77
2009-04-30,2512.74,2513.34
2009-05-04,2531.5,2624.54
2009-05-05,2645.47,2636.42
2009-05-06,2633.52,2681.29
2009-05-07,2705.7,2668.45
2009-05-08,2645.09,2657.41
2009-05-11,2668.06,2578.07
2009-05-12,2554.1,2656.31
2009-05-13,2659.26,2682.98
2009-05-14,2653.94,2680.6
2009-05-15,2684.74,2680.08
2009-05-18,2667.0,2715.47
2009-05-19,2733.81,2745.82
2009-05-20,2751.06,2732.1
2009-05-21,2717.46,2675.0
2009-05-22,2657.8,2659.98
2009-05-25,2594.99,2669.27
2009-05-26,2668.57,2637.59
2009-05-27,2649.34,2656.95
2009-06-01,2687.51,2738.32
2009-06-02,2759.41,2764.97
2009-06-03,2763.96,2809.5
2009-06-04,2792.93,2827.82
2009-06-05,2839.05,2812.59
2009-06-08,2806.61,2786.86
2009-06-09,2784.11,2779.93
2009-06-10,2793.0,2823.9
2009-06-11,2819.54,2789.35
2009-06-12,2784.47,2730.47
2009-06-15,2717.14,2735.21
