date,open,close
2010-06-01,986.02,973.23
2010-06-02,967.61,997.12
2010-06-03,1002.35,998.39
2010-06-04,989.68,1027.68
2010-06-07,1005.03,1069.47
2010-06-08,1067.32,1067.15
2010-06-09,1070.85,1077.82
2010-06-10,1077.68,1117.48
2010-06-11,1122.44,1122.2
2010-06-17,1126.13,1064.84
2010-06-18,1052.07,1000.28
2010-06-21,991.96,1040.8
2010-06-22,1037.04,1034.99
2010-06-23,1026.86,1047.34
2010-06-24,1046.76,1050.6
2010-06-25,1046.21,1016.28
2010-06-28,1009.22,987.83
2010-06-29,985.57,913.31
2010-06-30,898.29,919.31
2010-07-01,914.4,882.19
2010-07-02,878.95,873.12
2010-07-05,857.37,862.27
2010-07-06,859.26,893.72
2010-07-07,896.53,908.55
2010-07-08,912.0,905.51
2010-07-09,903.5,932.15
2010-07-12,931.53,930.17
2010-07-13,924.95,931.08
2010-07-14,929.75,922.36
2010-07-15,920.05,892.56
2010-07-16,885.07,892.3
2010-07-19,881.66,908.05
2010-07-20,909.54,937.02
2010-07-21,940.1,941.25
2010-07-22,938.22,950.21
2010-07-23,951.84,960.59
2010-07-26,962.76,966.15
2010-07-27,963.54,957.97
2010-07-28,955.19,972.53
2010-07-29,974.29,975.36
2010-07-30,971.66,968.43
2010-08-02,968.45,994.23
2010-08-03,995.2,975.65
2010-08-04,971.41,978.01
2010-08-05,980.27,987.35
2010-08-06,987.97,1011.39
2010-08-09,1013.24,1032.34
2010-08-10,1031.98,993.99
2010-08-11,991.28,1004.64
2010-08-12,994.05,991.78
2010-08-13,992.63,1007.21
2010-08-16,1007.5,1030.22
2010-08-17,1031.07,1033.58
2010-08-18,1033.71,1026.72
2010-08-19,1026.98,1025.53
2010-08-20,1021.46,995.94
2010-08-23,994.94,995.61
2010-08-24,993.58,1004.98
2010-08-25,1000.27,976.88
2010-08-26,978.6,980.63
2010-08-27,978.51,999.46
2010-08-30,1002.99,1024.93
2010-08-31,1020.75,1025.57
2010-09-01,1025.68,995.59
2010-09-02,1001.6,1014.92
2010-09-03,1017.64,1036.7
2010-09-06,1039.46,1010.76
2010-09-07,1010.11,1022.62
2010-09-08,1020.23,1026.33
2010-09-09,1029.11,1021.83
2010-09-10,1021.87,1034.94
2010-09-13,1034.39,1042.48
2010-09-14,1044.3,1031.22
2010-09-15,1029.52,990.1
2010-09-16,989.49,972.6
2010-09-17,976.07,972.23
2010-09-20,972.45,949.2
2010-09-21,952.07,934.46
2010-09-27,936.21,950.67
2010-09-28,949.63,942.05
2010-09-29,941.27,926.76
2010-09-30,923.83,942.54
2010-10-08,946.47,959.86
2010-10-11,960.91,947.11
2010-10-12,946.63,951.79
2010-10-13,951.33,962.74
2010-10-14,963.29,958.49
2010-10-15,954.12,944.25
2010-10-18,941.87,932.36
2010-10-19,932.83,995.92
2010-10-20,986.65,1004.54
2010-10-21,1001.68,991.84
2010-10-22,991.14,1013.45
2010-10-25,1018.08,1039.05
2010-10-26,1041.53,1036.01
2010-10-27,1034.86,1030.59
2010-10-28,1024.7,1038.62
2010-10-29,1042.4,1064.52
2010-11-01,1071.63,1107.52
2010-11-02,1108.09,1075.15
2010-11-03,1063.2,1040.62
2010-11-04,1041.42,1057.71
2010-11-05,1067.87,1072.22
2010-11-08,1077.5,1107.06
2010-11-09,1110.43,1115.65
2010-11-10,1115.74,1141.58
2010-11-11,1137.08,1132.72
2010-11-12,1126.85,1082.24
2010-11-15,1087.81,1148.54
2010-11-16,1154.41,1126.18
2010-11-17,1115.12,1085.35
2010-11-18,1090.14,1102.84
2010-11-19,1106.75,1153.17
2010-11-22,1153.26,1174.94
2010-11-23,1172.06,1183.5
2010-11-24,1176.42,1208.45
2010-11-25,1212.77,1186.36
2010-11-26,1184.8,1196.02
2010-11-29,1195.31,1220.11
2010-11-30,1219.08,1181.5
2010-12-01,1176.61,1177.18
2010-12-02,1187.1,1177.84
2010-12-03,1177.17,1157.94
2010-12-06,1157.72,1134.38
2010-12-07,1132.33,1161.69
2010-12-08,1160.92,1160.24
2010-12-09,1158.82,1144.53
2010-12-10,1139.83,1166.8
2010-12-13,1175.51,1209.27
2010-12-14,1211.46,1218.52
2010-12-15,1217.81,1211.8
2010-12-16,1209.62,1225.03
2010-12-17,1222.93,1232.98
2010-12-20,1235.67,1212.34
2010-12-21,1212.09,1215.02
2010-12-22,1214.77,1201.65
2010-12-23,1198.74,1176.36
2010-12-24,1170.69,1144.5
2010-12-27,1145.7,1105.3
2010-12-28,1098.94,1091.48
